level,experience,job_title,median_salary,profile_count
Mid Level,5-9 years,Senior_Cloud_Solutions_Architect,150156.0,5
Senior Level,10-19 years,Senior_Cloud_Solutions_Architect,172936.02,15
Executive Level,20 years or more,Senior_Cloud_Solutions_Architect,177905.19,9
Mid Level,5-9 years,Senior_Cloud_Solutions_Engineer,112500.0,7
Senior Level,10-19 years,Senior_Cloud_Solutions_Engineer,115000.0,5
Executive Level,20 years or more,Senior_Cloud_Solutions_Engineer,150000.0,5
Junior Level,1-4 years,Senior_Computer_Scientist,110000.0,11
Mid Level,5-9 years,Senior_Computer_Scientist,162500.0,10
Senior Level,10-19 years,Senior_Computer_Scientist,186830.02,11
Executive Level,20 years or more,Senior_Computer_Scientist,162337.22,6
Junior Level,1-4 years,Senior_Computer_Specialist,66304.0,8
Mid Level,5-9 years,Senior_Computer_Specialist,58503.11,23
Senior Level,10-19 years,Senior_Computer_Specialist,80730.0,7
Executive Level,20 years or more,,138000.0,12
Junior Level,1-4 years,,18.96,5
Mid Level,5-9 years,Senior_Computer_Technician,20.95,7
Senior Level,10-19 years,Senior_Computer_Technician,22.0,7
Executive Level,20 years or more,Senior_Computer_Technician,26.0,8
Entry Level,Less than 1 year,Senior_Data_Engineer,114000.0,6
Junior Level,1-4 years,Senior_Data_Engineer,121863.64,308
Mid Level,5-9 years,Senior_Data_Engineer,130791.4,685
Senior Level,10-19 years,Senior_Data_Engineer,133198.53,471
Executive Level,20 years or more,Senior_Data_Engineer,127614.14,117
Junior Level,1-4 years,Senior_Data_Quality_Analyst,76804.73,28
Mid Level,5-9 years,Senior_Data_Quality_Analyst,81974.62,26
Senior Level,10-19 years,Senior_Data_Quality_Analyst,99989.73,19
Executive Level,20 years or more,Senior_Data_Quality_Analyst,98920.02,9
Entry Level,Less than 1 year,Senior_Data_Scientist,109030.79,67
Junior Level,1-4 years,Senior_Data_Scientist,126949.82,991
Mid Level,5-9 years,Senior_Data_Scientist,136762.93,1270
Senior Level,10-19 years,Senior_Data_Scientist,142677.46,429
Executive Level,20 years or more,Senior_Data_Scientist,143013.3,62
Junior Level,1-4 years,Senior_Database_Administrator_(DBA),84439.95,57
Mid Level,5-9 years,Senior_Database_Administrator_(DBA),108380.0,257
Senior Level,10-19 years,Senior_Database_Administrator_(DBA),118362.79,724
Executive Level,20 years or more,Senior_Database_Administrator_(DBA),123423.16,549
Junior Level,1-4 years,Senior_Database_Developer,82581.68,15
Mid Level,5-9 years,Senior_Database_Developer,95806.58,55
Senior Level,10-19 years,Senior_Database_Developer,103676.8,65
Executive Level,20 years or more,Senior_Database_Developer,109190.96,60
Junior Level,1-4 years,Senior_Database_Engineer,95948.76,6
Mid Level,5-9 years,Senior_Database_Engineer,112786.27,28
Senior Level,10-19 years,Senior_Database_Engineer,122063.25,68
Executive Level,20 years or more,Senior_Database_Engineer,129193.17,28
Junior Level,1-4 years,Senior_Development_Operations_(DevOps)_Engineer,120399.46,17
Mid Level,5-9 years,Senior_Development_Operations_(DevOps)_Engineer,115503.48,16
Senior Level,10-19 years,Senior_Development_Operations_(DevOps)_Engineer,129523.96,21
Executive Level,20 years or more,Senior_Development_Operations_(DevOps)_Engineer,125015.73,31
Junior Level,1-4 years,Senior_Embedded_Software_Engineer,110772.16,57
Mid Level,5-9 years,Senior_Embedded_Software_Engineer,113888.82,211
Senior Level,10-19 years,Senior_Embedded_Software_Engineer,126661.72,189
Executive Level,20 years or more,Senior_Embedded_Software_Engineer,131942.19,126
Junior Level,1-4 years,Senior_Firmware_Engineer,102568.04,31
Mid Level,5-9 years,Senior_Firmware_Engineer,111212.27,117
Senior Level,10-19 years,Senior_Firmware_Engineer,124866.74,96
Executive Level,20 years or more,Senior_Firmware_Engineer,134753.69,70
Junior Level,1-4 years,Senior_Geographic_Information_Systems_(GIS)_Analyst,60354.47,9
Mid Level,5-9 years,Senior_Geographic_Information_Systems_(GIS)_Analyst,69137.92,38
Senior Level,10-19 years,Senior_Geographic_Information_Systems_(GIS)_Analyst,77319.41,47
Executive Level,20 years or more,Senior_Geographic_Information_Systems_(GIS)_Analyst,90516.4,14
Junior Level,1-4 years,Senior_Information_Technology_(IT)_Manager,90600.81,24
Mid Level,5-9 years,Senior_Information_Technology_(IT)_Manager,115441.88,127
Senior Level,10-19 years,Senior_Information_Technology_(IT)_Manager,129134.57,414
Executive Level,20 years or more,Senior_Information_Technology_(IT)_Manager,135447.28,351
Junior Level,1-4 years,Senior_Interactive_Developer,82169.52,8
Mid Level,5-9 years,Senior_Interactive_Developer,91232.88,12
Senior Level,10-19 years,Senior_Interactive_Developer,100750.0,7
Executive Level,20 years or more,Senior_Interactive_Developer,85500.0,5
Junior Level,1-4 years,Senior_Interactive_Producer,87743.12,6
Mid Level,5-9 years,Senior_Interactive_Producer,80000.0,8
Senior Level,10-19 years,Senior_Interactive_Producer,116000.0,9
Junior Level,1-4 years,Senior_Internet%2FCommunication_Engineer,93990.86,2
Mid Level,5-9 years,Senior_Internet%2FCommunication_Engineer,98869.63,5
Senior Level,10-19 years,Senior_Internet%2FCommunication_Engineer,129715.57,6
Junior Level,1-4 years,Senior_Java_Developer,97241.83,36
Mid Level,5-9 years,Senior_Java_Developer,109614.43,215
Senior Level,10-19 years,Senior_Java_Developer,120769.06,331
Executive Level,20 years or more,Senior_Java_Developer,128715.04,78
Junior Level,1-4 years,Senior_Level_and_Layout_Designer,71500.0,6
Senior Level,10-19 years,Senior_Level_and_Layout_Designer,91024.8,15
Executive Level,20 years or more,Senior_Level_and_Layout_Designer,102408.51,6
Junior Level,1-4 years,Senior_Manager%2C_Business_Analytics,112680.79,29
Mid Level,5-9 years,Senior_Manager%2C_Business_Analytics,128309.03,227
Senior Level,10-19 years,Senior_Manager%2C_Business_Analytics,136686.83,269
Executive Level,20 years or more,Senior_Manager%2C_Business_Analytics,132134.5,55
Junior Level,1-4 years,Senior_Mobile_Developer,96698.29,11
Mid Level,5-9 years,Senior_Mobile_Developer,119189.28,27
Senior Level,10-19 years,Senior_Mobile_Developer,123974.82,15
Executive Level,20 years or more,Senior_Mobile_Developer,131690.86,9
Junior Level,1-4 years,Senior_Mobile_Engineer,108210.02,8
Mid Level,5-9 years,Senior_Mobile_Engineer,126945.47,34
Senior Level,10-19 years,Senior_Mobile_Engineer,127450.98,15
Junior Level,1-4 years,Senior_Mobile_Software_Engineer,110000.0,5
Mid Level,5-9 years,Senior_Mobile_Software_Engineer,121049.5,5
Senior Level,10-19 years,Senior_Mobile_Software_Engineer,123870.97,5
Junior Level,1-4 years,Senior_.NET_Developer_%2F_Programmer,88781.31,22
Mid Level,5-9 years,Senior_.NET_Developer_%2F_Programmer,104645.05,99
Senior Level,10-19 years,Senior_.NET_Developer_%2F_Programmer,113699.63,205
Executive Level,20 years or more,Senior_.NET_Developer_%2F_Programmer,116317.69,58
Junior Level,1-4 years,Senior_Network_Administrator%2C_IT,75491.42,30
Mid Level,5-9 years,Senior_Network_Administrator%2C_IT,85069.37,72
Senior Level,10-19 years,Senior_Network_Administrator%2C_IT,84772.89,173
Executive Level,20 years or more,Senior_Network_Administrator%2C_IT,93686.23,125
Entry Level,Less than 1 year,Senior_Operations_Analyst,66234.23,9
Junior Level,1-4 years,Senior_Operations_Analyst,71957.52,382
Mid Level,5-9 years,Senior_Operations_Analyst,77421.95,274
Senior Level,10-19 years,Senior_Operations_Analyst,81494.74,137
Executive Level,20 years or more,Senior_Operations_Analyst,79514.27,58
Junior Level,1-4 years,Senior_Privacy_%26_Security_Analyst,90379.02,20
Mid Level,5-9 years,Senior_Privacy_%26_Security_Analyst,98890.83,32
Senior Level,10-19 years,Senior_Privacy_%26_Security_Analyst,116879.58,15
Executive Level,20 years or more,Senior_Privacy_%26_Security_Analyst,129749.96,9
Junior Level,1-4 years,Senior_Program_Analyst%2C_IT,82000.0,6
Mid Level,5-9 years,Senior_Program_Analyst%2C_IT,97825.73,10
Senior Level,10-19 years,Senior_Program_Analyst%2C_IT,106950.29,28
Executive Level,20 years or more,Senior_Program_Analyst%2C_IT,90870.19,7
Junior Level,1-4 years,Senior_Program_Manager%2C_IT,112651.41,38
Mid Level,5-9 years,Senior_Program_Manager%2C_IT,136385.69,196
Senior Level,10-19 years,Senior_Program_Manager%2C_IT,145576.51,678
Executive Level,20 years or more,Senior_Program_Manager%2C_IT,147215.83,603
Entry Level,Less than 1 year,Senior_Programmer_Analyst,70984.46,7
Junior Level,1-4 years,Senior_Programmer_Analyst,84129.07,66
Mid Level,5-9 years,Senior_Programmer_Analyst,92860.94,184
Senior Level,10-19 years,Senior_Programmer_Analyst,99481.46,334
Executive Level,20 years or more,Senior_Programmer_Analyst,99284.83,370
Senior Level,10-19 years,Senior_Project_Director%2C_Software,139607.0,8
Executive Level,20 years or more,Senior_Project_Director%2C_Software,158233.44,8
Entry Level,Less than 1 year,Senior_Project_Manager%2C_IT,90064.85,7
Junior Level,1-4 years,Senior_Project_Manager%2C_IT,95769.11,228
Mid Level,5-9 years,Senior_Project_Manager%2C_IT,110012.69,1028
Senior Level,10-19 years,Senior_Project_Manager%2C_IT,124287.24,2132
Executive Level,20 years or more,Senior_Project_Manager%2C_IT,129327.39,1449
Junior Level,1-4 years,Senior_Quality_Assurance_(QA)_Analyst_(Computer_Software),70423.22,37
Mid Level,5-9 years,Senior_Quality_Assurance_(QA)_Analyst_(Computer_Software),77823.34,95
Senior Level,10-19 years,Senior_Quality_Assurance_(QA)_Analyst_(Computer_Software),83779.71,153
Executive Level,20 years or more,Senior_Quality_Assurance_(QA)_Analyst_(Computer_Software),87001.11,34
Mid Level,5-9 years,Senior_Release_Engineer,109622.0,19
Senior Level,10-19 years,Senior_Release_Engineer,110630.32,11
Executive Level,20 years or more,Senior_Release_Engineer,130072.2,12
Junior Level,1-4 years,Senior_SOC_Analyst,95000.0,11
Mid Level,5-9 years,Senior_SOC_Analyst,94000.0,5
Mid Level,5-9 years,Senior_Search_Engine_Optimization_(SEO)_Expert,76249.01,5
Senior Level,10-19 years,Senior_Search_Engine_Optimization_(SEO)_Expert,77500.0,3
Junior Level,1-4 years,Senior_Search_Engine_Optimization_(SEO)_Manager,72211.66,6
Mid Level,5-9 years,Senior_Search_Engine_Optimization_(SEO)_Manager,100000.0,11
Senior Level,10-19 years,Senior_Search_Engine_Optimization_(SEO)_Manager,120000.0,9
Junior Level,1-4 years,Senior_Search_Engine_Optimization_(SEO)_Specialist,61671.68,60
Mid Level,5-9 years,Senior_Search_Engine_Optimization_(SEO)_Specialist,71974.78,42
Senior Level,10-19 years,Senior_Search_Engine_Optimization_(SEO)_Specialist,72107.3,21
Junior Level,1-4 years,Senior_Security_Consultant,98456.78,96
Mid Level,5-9 years,Senior_Security_Consultant,122265.69,137
Senior Level,10-19 years,Senior_Security_Consultant,134323.61,94
Executive Level,20 years or more,Senior_Security_Consultant,136566.16,64
Junior Level,1-4 years,Senior_Software_Architect,113771.94,34
Mid Level,5-9 years,Senior_Software_Architect,134653.61,96
Senior Level,10-19 years,Senior_Software_Architect,146338.11,511
Executive Level,20 years or more,Senior_Software_Architect,153174.33,351
Entry Level,Less than 1 year,Senior_Software_Development_Engineer_(SDE),100000.0,8
Junior Level,1-4 years,Senior_Software_Development_Engineer_(SDE),121205.62,56
Mid Level,5-9 years,Senior_Software_Development_Engineer_(SDE),128649.85,178
Senior Level,10-19 years,Senior_Software_Development_Engineer_(SDE),133264.78,160
Executive Level,20 years or more,Senior_Software_Development_Engineer_(SDE),138767.81,66
Entry Level,Less than 1 year,Senior_Software_Engineer,103932.9,47
Junior Level,1-4 years,Senior_Software_Engineer,119115.6,3545
Mid Level,5-9 years,Senior_Software_Engineer,124588.98,11834
Senior Level,10-19 years,Senior_Software_Engineer,130256.78,9286
Executive Level,20 years or more,Senior_Software_Engineer,131649.67,3430
Mid Level,5-9 years,Senior_Software_Engineering_%2F_Development_Director,143143.99,6
Senior Level,10-19 years,Senior_Software_Engineering_%2F_Development_Director,155353.02,9
Executive Level,20 years or more,Senior_Software_Engineering_%2F_Development_Director,171379.22,33
Junior Level,1-4 years,Senior_Solutions_Architect,116436.8,101
Mid Level,5-9 years,Senior_Solutions_Architect,133271.65,261
Senior Level,10-19 years,Senior_Solutions_Architect,146778.24,852
Executive Level,20 years or more,Senior_Solutions_Architect,149674.95,585
Junior Level,1-4 years,Senior_Solutions_Engineer,108073.68,48
Mid Level,5-9 years,Senior_Solutions_Engineer,108589.14,70
Senior Level,10-19 years,Senior_Solutions_Engineer,115284.06,43
Executive Level,20 years or more,Senior_Solutions_Engineer,118936.71,16
Junior Level,1-4 years,Senior_Statistician,95244.1,46
Mid Level,5-9 years,Senior_Statistician,109086.26,58
Senior Level,10-19 years,Senior_Statistician,122738.07,36
Executive Level,20 years or more,Senior_Statistician,108771.84,7
Junior Level,1-4 years,Senior_Storage_Engineer,79991.79,6
Mid Level,5-9 years,Senior_Storage_Engineer,108394.4,15
Senior Level,10-19 years,Senior_Storage_Engineer,117288.95,49
Executive Level,20 years or more,Senior_Storage_Engineer,123840.36,35
Junior Level,1-4 years,Senior_Storage_Specialist%2C_(Computer_Information_Technology),50398.19,4
Mid Level,5-9 years,Senior_Storage_Specialist%2C_(Computer_Information_Technology),108000.0,7
Senior Level,10-19 years,Senior_Storage_Specialist%2C_(Computer_Information_Technology),119073.37,9
Executive Level,20 years or more,Senior_Storage_Specialist%2C_(Computer_Information_Technology),115000.0,6
Junior Level,1-4 years,Senior_Support_Services_Technician,19.58,18
Mid Level,5-9 years,Senior_Support_Services_Technician,24.57,15
Senior Level,10-19 years,Senior_Support_Services_Technician,32.68,33
Executive Level,20 years or more,Senior_Support_Services_Technician,29.88,18
Entry Level,Less than 1 year,Senior_Systems_Administrator,67934.81,6
Junior Level,1-4 years,Senior_Systems_Administrator,79912.99,196
Mid Level,5-9 years,Senior_Systems_Administrator,86296.03,795
Senior Level,10-19 years,Senior_Systems_Administrator,94354.34,1332
Executive Level,20 years or more,Senior_Systems_Administrator,98010.65,817
Junior Level,1-4 years,Taxonomy_Developer,80463.44,9
Junior Level,1-4 years,Taxonomy_Manager,59515.22,8
Mid Level,5-9 years,Taxonomy_Manager,70326.24,7
Entry Level,Less than 1 year,,60231.75,30
Junior Level,1-4 years,Team_Leader%2C_IT,70839.75,471
Mid Level,5-9 years,Team_Leader%2C_IT,88122.98,653
Senior Level,10-19 years,Team_Leader%2C_IT,102229.72,846
Executive Level,20 years or more,Team_Leader%2C_IT,114158.34,470
Entry Level,Less than 1 year,Technical_Architect,75554.19,8
Junior Level,1-4 years,Technical_Architect,87826.64,73
Mid Level,5-9 years,Technical_Architect,111574.27,167
Senior Level,10-19 years,Technical_Architect,129977.47,680
Executive Level,20 years or more,Technical_Architect,140255.76,206
Entry Level,Less than 1 year,Technical_Consultant,72013.67,299
Junior Level,1-4 years,Technical_Consultant,78377.46,987
Mid Level,5-9 years,Technical_Consultant,91251.97,475
Senior Level,10-19 years,Technical_Consultant,108068.33,390
Executive Level,20 years or more,Technical_Consultant,112456.47,260
Entry Level,Less than 1 year,Technical_Product_%26_Program_Manager,80859.22,19
Junior Level,1-4 years,Technical_Product_%26_Program_Manager,99067.04,395
Mid Level,5-9 years,Technical_Product_%26_Program_Manager,117389.93,419
Senior Level,10-19 years,Technical_Product_%26_Program_Manager,127876.45,395
Executive Level,20 years or more,Technical_Product_%26_Program_Manager,132789.25,215
Entry Level,Less than 1 year,Technical_Program_Manager_(TPM),93474.4,47
Junior Level,1-4 years,Technical_Program_Manager_(TPM),109484.06,642
Mid Level,5-9 years,Technical_Program_Manager_(TPM),130520.28,775
Senior Level,10-19 years,Technical_Program_Manager_(TPM),142345.26,1013
Executive Level,20 years or more,Technical_Program_Manager_(TPM),146899.75,502
Entry Level,Less than 1 year,Technical_Project_Manager,76683.01,52
Junior Level,1-4 years,Technical_Project_Manager,86379.13,886
Mid Level,5-9 years,Technical_Project_Manager,100812.2,965
Senior Level,10-19 years,Technical_Project_Manager,114874.96,968
Executive Level,20 years or more,Technical_Project_Manager,118859.66,410
Entry Level,Less than 1 year,Technical_Services_Manager,63262.85,17
Junior Level,1-4 years,Technical_Services_Manager,79665.86,177
Mid Level,5-9 years,Technical_Services_Manager,86555.05,198
Senior Level,10-19 years,Technical_Services_Manager,91480.55,331
Executive Level,20 years or more,Technical_Services_Manager,90485.95,276
Entry Level,Less than 1 year,Technical_Services_Representative,57262.02,16
Junior Level,1-4 years,Technical_Services_Representative,61858.63,98
Mid Level,5-9 years,Technical_Services_Representative,71641.76,52
Senior Level,10-19 years,Technical_Services_Representative,64277.13,23
Executive Level,20 years or more,Technical_Services_Representative,83928.81,21
Entry Level,Less than 1 year,Technical_Support_Analyst,49700.01,69
Junior Level,1-4 years,Technical_Support_Analyst,51505.94,491
Mid Level,5-9 years,Technical_Support_Analyst,56934.66,264
Senior Level,10-19 years,Technical_Support_Analyst,61533.52,173
Executive Level,20 years or more,Technical_Support_Analyst,67736.74,90
Entry Level,Less than 1 year,,14.74,15
Junior Level,1-4 years,,16.97,29
Mid Level,5-9 years,Technical_Support_Assistant,20.09,13
Senior Level,10-19 years,Technical_Support_Assistant,20.23,15
Executive Level,20 years or more,Technical_Support_Assistant,25.55,17
Entry Level,Less than 1 year,Technical_Support_Consultant,17.25,7
Junior Level,1-4 years,Technical_Support_Consultant,19.51,38
Mid Level,5-9 years,Technical_Support_Consultant,30.47,8
Senior Level,10-19 years,Technical_Support_Consultant,24.02,14
Executive Level,20 years or more,Technical_Support_Consultant,38.75,15
Junior Level,1-4 years,Technical_Support_Director,87431.49,30
Mid Level,5-9 years,Technical_Support_Director,97135.61,29
Senior Level,10-19 years,Technical_Support_Director,110145.46,82
Executive Level,20 years or more,Technical_Support_Director,123000.0,36
Entry Level,Less than 1 year,Technical_Support_Engineer,62450.81,187
Junior Level,1-4 years,Technical_Support_Engineer,67848.99,1206
Mid Level,5-9 years,Technical_Support_Engineer,75396.2,583
Senior Level,10-19 years,Technical_Support_Engineer,82623.61,392
Executive Level,20 years or more,Technical_Support_Engineer,84516.71,236
Entry Level,Less than 1 year,Technical_Support_Manager,67089.14,11
Junior Level,1-4 years,Technical_Support_Manager,69969.0,284
Mid Level,5-9 years,Technical_Support_Manager,80989.68,374
Senior Level,10-19 years,Technical_Support_Manager,98102.91,406
Executive Level,20 years or more,Technical_Support_Manager,104630.19,269
Entry Level,Less than 1 year,,16.13,66
Junior Level,1-4 years,,17.93,258
Mid Level,5-9 years,,18.05,123
Senior Level,10-19 years,Technical_Support_Representative,20.94,80
Executive Level,20 years or more,Technical_Support_Representative,20.64,26
Entry Level,Less than 1 year,,49309.37,196
Junior Level,1-4 years,Technical_Support_Specialist,51749.82,1820
Mid Level,5-9 years,Technical_Support_Specialist,58639.55,978
Senior Level,10-19 years,Technical_Support_Specialist,64362.44,670
Executive Level,20 years or more,Technical_Support_Specialist,71517.63,376
Entry Level,Less than 1 year,Technical_Support_Supervisor,48785.66,5
Junior Level,1-4 years,Technical_Support_Supervisor,60080.46,88
Mid Level,5-9 years,Technical_Support_Supervisor,64583.74,97
Senior Level,10-19 years,Technical_Support_Supervisor,64580.64,76
Executive Level,20 years or more,Technical_Support_Supervisor,79038.51,51
Entry Level,Less than 1 year,,16.91,23
Junior Level,1-4 years,,18.69,188
Mid Level,5-9 years,,21.74,72
Senior Level,10-19 years,,21.41,56
Executive Level,20 years or more,,22.02,35
Junior Level,1-4 years,Technical_and_Network_Specialist,53207.07,22
Senior Level,10-19 years,Technical_and_Network_Specialist,62000.0,20
Executive Level,20 years or more,,90000.0,8
Entry Level,Less than 1 year,Technology_Analyst,73976.06,181
Junior Level,1-4 years,Technology_Analyst,74284.58,258
Mid Level,5-9 years,Technology_Analyst,75874.5,87
Senior Level,10-19 years,Technology_Analyst,75349.17,29
Executive Level,20 years or more,Technology_Analyst,94336.53,15
Junior Level,1-4 years,Technology_Architect,84166.82,7
Mid Level,5-9 years,Technology_Architect,98869.32,19
Senior Level,10-19 years,Technology_Architect,116445.14,48
Executive Level,20 years or more,Technology_Architect,126556.87,14
Entry Level,Less than 1 year,Technology_Consulting_Analyst,73801.85,9
Junior Level,1-4 years,Technology_Consulting_Analyst,75843.83,5
Entry Level,Less than 1 year,Technology_Coordinator,41492.54,8
Junior Level,1-4 years,Technology_Coordinator,47757.39,88
Mid Level,5-9 years,Technology_Coordinator,55543.73,83
Senior Level,10-19 years,Technology_Coordinator,54168.9,82
Executive Level,20 years or more,Technology_Coordinator,72036.15,34
Entry Level,Less than 1 year,Technology_Director,68000.0,6
Junior Level,1-4 years,Technology_Director,75093.74,88
Mid Level,5-9 years,Technology_Director,98420.39,192
Senior Level,10-19 years,Technology_Director,116950.05,415
Executive Level,20 years or more,Technology_Director,133274.81,327
Junior Level,1-4 years,Technology_Manager,83598.99,54
Mid Level,5-9 years,Technology_Manager,98615.88,109
Senior Level,10-19 years,Technology_Manager,114089.0,158
Executive Level,20 years or more,Technology_Manager,128334.12,108
Executive Level,20 years or more,Telecom_Exchange_Engineer,,3
Entry Level,Less than 1 year,,47000.0,6
Junior Level,1-4 years,Telecommunications_Analyst,56708.35,25
Mid Level,5-9 years,Telecommunications_Analyst,63689.35,26
Senior Level,10-19 years,Telecommunications_Analyst,75376.83,29
Executive Level,20 years or more,Telecommunications_Analyst,67948.82,26
Entry Level,Less than 1 year,Telecommunications_Engineer,67418.31,27
Junior Level,1-4 years,Telecommunications_Engineer,71455.2,85
Mid Level,5-9 years,Telecommunications_Engineer,80876.85,65
Senior Level,10-19 years,Telecommunications_Engineer,94820.89,67
Executive Level,20 years or more,Telecommunications_Engineer,99217.86,117
Junior Level,1-4 years,Telecommunications_Manager,73436.31,16
Mid Level,5-9 years,Telecommunications_Manager,83431.63,42
Senior Level,10-19 years,Telecommunications_Manager,86662.37,56
Executive Level,20 years or more,Telecommunications_Manager,98160.48,70
Entry Level,Less than 1 year,Telecommunications_Network_Engineer,59941.55,7
Junior Level,1-4 years,Telecommunications_Network_Engineer,72208.63,25
Mid Level,5-9 years,Telecommunications_Network_Engineer,80445.59,45
Senior Level,10-19 years,Telecommunications_Network_Engineer,86347.85,35
Executive Level,20 years or more,Telecommunications_Network_Engineer,98692.25,41
Entry Level,Less than 1 year,Telecommunications_Specialist,48342.55,7
Junior Level,1-4 years,,68300.4,25
Mid Level,5-9 years,Telecommunications_Specialist,72208.21,23
Senior Level,10-19 years,Telecommunications_Specialist,70880.15,43
Executive Level,20 years or more,Telecommunications_Specialist,72748.82,53
Entry Level,Less than 1 year,Test_Analyst,56000.0,8
Junior Level,1-4 years,Test_Analyst,67018.49,112
Mid Level,5-9 years,Test_Analyst,67334.38,55
Senior Level,10-19 years,Test_Analyst,82810.23,28
Executive Level,20 years or more,Test_Analyst,89395.18,12
Entry Level,Less than 1 year,Test_Engineer%2C_Automation,54539.47,13
Junior Level,1-4 years,Test_Engineer%2C_Automation,74370.99,52
Mid Level,5-9 years,Test_Engineer%2C_Automation,87186.62,27
Senior Level,10-19 years,Test_Engineer%2C_Automation,99409.06,7
Executive Level,20 years or more,Test_Engineer%2C_Automation,109273.77,10
Junior Level,1-4 years,Test_Manager,80041.71,37
Mid Level,5-9 years,Test_Manager,106955.84,74
Senior Level,10-19 years,Test_Manager,112119.64,168
Executive Level,20 years or more,Test_Manager,129869.33,83
Entry Level,Less than 1 year,Test_%2F_Quality_Assurance_(QA)_Analyst%2C_(Computer_Software),52025.36,77
Junior Level,1-4 years,Test_%2F_Quality_Assurance_(QA)_Analyst%2C_(Computer_Software),61594.17,637
Mid Level,5-9 years,Test_%2F_Quality_Assurance_(QA)_Analyst%2C_(Computer_Software),73643.17,318
Senior Level,10-19 years,Test_%2F_Quality_Assurance_(QA)_Analyst%2C_(Computer_Software),78552.73,211
Executive Level,20 years or more,Test_%2F_Quality_Assurance_(QA)_Analyst%2C_(Computer_Software),85276.63,55
Junior Level,1-4 years,Test_%2F_Quality_Assurance_(QA)_Engineer%2C_(Computer_Networking),80000.0,5
Mid Level,5-9 years,Test_%2F_Quality_Assurance_(QA)_Engineer%2C_(Computer_Networking),75000.0,6
Entry Level,Less than 1 year,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),63302.64,203
Junior Level,1-4 years,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),72534.59,1558
Mid Level,5-9 years,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),83818.7,863
Senior Level,10-19 years,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),92976.3,518
Executive Level,20 years or more,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),93676.33,178
Junior Level,1-4 years,Trading_Systems_Support_Specialist,68500.0,8
Mid Level,5-9 years,Trading_Systems_Support_Specialist,90540.56,5
Senior Level,10-19 years,Trading_Systems_Support_Specialist,123500.0,7
Entry Level,Less than 1 year,UI_Developer,62933.7,19
Junior Level,1-4 years,UI_Developer,78159.4,183
Mid Level,5-9 years,UI_Developer,95970.93,104
Senior Level,10-19 years,UI_Developer,105199.53,56
Executive Level,20 years or more,UI_Developer,110661.1,11
Entry Level,Less than 1 year,UNIX_System_Administrator,60620.56,10
Junior Level,1-4 years,UNIX_System_Administrator,64697.85,32
Mid Level,5-9 years,UNIX_System_Administrator,84700.8,22
Senior Level,10-19 years,UNIX_System_Administrator,95758.88,27
Executive Level,20 years or more,UNIX_System_Administrator,96953.39,38
Entry Level,Less than 1 year,Usability_Specialist,58750.0,6
Junior Level,1-4 years,Usability_Specialist,65273.06,21
Mid Level,5-9 years,Usability_Specialist,64750.0,17
Senior Level,10-19 years,Usability_Specialist,108750.0,10
Junior Level,1-4 years,User_Interface_Analyst_(Software),69973.2,17
Mid Level,5-9 years,User_Interface_Analyst_(Software),72700.05,10
Senior Level,10-19 years,User_Interface_Analyst_(Software),79929.69,5
Junior Level,1-4 years,User_Interface_Engineer,78678.45,39
Mid Level,5-9 years,User_Interface_Engineer,95771.43,25
Senior Level,10-19 years,User_Interface_Engineer,116812.18,15
Executive Level,20 years or more,User_Interface_Engineer,152500.0,5
Entry Level,Less than 1 year,User_Support_Analyst,40970.14,5
Junior Level,1-4 years,,54977.5,37
Mid Level,5-9 years,User_Support_Analyst,61000.0,19
Senior Level,10-19 years,User_Support_Analyst,56412.75,17
Executive Level,20 years or more,User_Support_Analyst,60000.0,6
Entry Level,Less than 1 year,User_Support_Specialist,30638.58,8
Junior Level,1-4 years,User_Support_Specialist,51070.65,46
Mid Level,5-9 years,User_Support_Specialist,54995.0,24
Senior Level,10-19 years,,64810.05,36
Executive Level,20 years or more,,72000.0,9
Junior Level,1-4 years,Vice_President_(VP)%2C_Ecommerce,95000.0,6
Mid Level,5-9 years,Vice_President_(VP)%2C_Ecommerce,140000.0,13
Senior Level,10-19 years,Vice_President_(VP)%2C_Ecommerce,190603.09,58
Executive Level,20 years or more,Vice_President_(VP)%2C_Ecommerce,198214.41,24
Junior Level,1-4 years,Vice_President_(VP)%2C_Engineering_(Computer_Software),146499.86,9
Mid Level,5-9 years,Vice_President_(VP)%2C_Engineering_(Computer_Software),158653.96,27
Senior Level,10-19 years,Vice_President_(VP)%2C_Engineering_(Computer_Software),174632.34,107
Executive Level,20 years or more,Vice_President_(VP)%2C_Engineering_(Computer_Software),198062.77,116
Mid Level,5-9 years,Vice_President_(VP)%2C_Information_Systems_(IS),100368.03,8
Senior Level,10-19 years,Vice_President_(VP)%2C_Information_Systems_(IS),130000.0,6
Executive Level,20 years or more,Vice_President_(VP)%2C_Information_Systems_(IS),158500.0,11
Entry Level,Less than 1 year,Vice_President_(VP)%2C_Information_Technology_(IT),118000.0,8
Junior Level,1-4 years,Vice_President_(VP)%2C_Information_Technology_(IT),127257.8,65
